RECEIVED,SRRECTYPE,SR_TYPE_DESC,PC,WARD,COMPLETED,CLOSED,Flytip_Status,How_Recieved,where_Recieved
25/08/2019,EPRN25,Noise - Licensed Premises,LS7 4,Chapel Allerton,05/09/2019,05/09/2019,,E-mail,Environmental Health Back Office
25/08/2019,EPRN18,Noise - PA Systems & Loud Speakers,,Harewood,27/08/2019,27/08/2019,,Self Service,CCP Self Service
25/08/2019,EPRN25,Noise - Licensed Premises,,Beeston & Holbeck,08/10/2019,08/10/2019,,E-mail,Environmental Health Back Office
25/08/2019,EPRN18,Noise - PA Systems & Loud Speakers,LS1 2,Little London & Woodhouse,03/09/2019,03/09/2019,,Self Service,CCP Self Service
25/08/2019,EPRN18,Noise - PA Systems & Loud Speakers,,Kirkstall,27/08/2019,27/08/2019,,Self Service,CCP Self Service
25/08/2019,EPRN25,Noise - Licensed Premises,,Little London & Woodhouse,06/09/2019,06/09/2019,,E-mail,Environmental Health Back Office
25/08/2019,EPRN25,Noise - Licensed Premises,,Calverley & Farsley,27/08/2019,27/08/2019,,Self Service,CCP Self Service
25/08/2019,EPRN25,Noise - Licensed Premises,LS7 4,Chapel Allerton,25/08/2019,25/08/2019,,Telephone Call,Environmental Health Back Office
25/08/2019,EPRN25,Noise - Licensed Premises,,Calverley & Farsley,27/08/2019,27/08/2019,,Self Service,CCP Self Service
25/08/2019,EPRN18,Noise - PA Systems & Loud Speakers,LS23 6,Wetherby,27/08/2019,27/08/2019,,Self Service,CCP Self Service
25/08/2019,EPRN24,Noise - Patrons Entrng/Extng Buildings,,Bramley & Stanningley,12/09/2019,12/09/2019,,Self Service,CCP Self Service
26/08/2019,EPRN25,Noise - Licensed Premises,LS23 6,Wetherby,03/09/2019,03/09/2019,,E-mail,Environmental Health Back Office
26/08/2019,EPRN25,Noise - Licensed Premises,LS5 3,Kirkstall,27/08/2019,27/08/2019,,Self Service,CCP Self Service
26/08/2019,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Beeston & Holbeck,03/09/2019,03/09/2019,,Self Service,CCP Self Service
26/08/2019,EPRN25,Noise - Licensed Premises,LS7 4,Chapel Allerton,05/09/2019,05/09/2019,,Telephone Call,Environmental Health Back Office
27/08/2019,EPRN04,Noise - Delivery/Collection Vehicles,LS18 5,Horsforth,08/10/2019,08/10/2019,,Self Service,CCP Self Service
27/08/2019,EPRN25,Noise - Licensed Premises,LS23 6,Wetherby,03/09/2019,03/09/2019,,E-mail,Environmental Health Back Office
27/08/2019,EPRN04,Noise - Delivery/Collection Vehicles,,Horsforth,02/09/2019,02/09/2019,,Telephone Call,Contact Centre
27/08/2019,EPRN25,Noise - Licensed Premises,,Kirkstall,27/08/2019,27/08/2019,,Telephone Call,Contact Centre
27/08/2019,EPRN03,Noise - Construction Sites,LS18 4,Horsforth,09/09/2019,09/09/2019,,Self Service,CCP Self Service
27/08/2019,EPRN25,Noise - Licensed Premises,,Calverley & Farsley,08/10/2019,08/10/2019,,E-mail,Environmental Health Back Office
27/08/2019,EPRN25,Noise - Licensed Premises,LS7 4,Chapel Allerton,05/09/2019,05/09/2019,,E-mail,Environmental Health Back Office
27/08/2019,EPRN25,Noise - Licensed Premises,,Pudsey,12/09/2019,12/09/2019,,E-mail,Environmental Health Back Office
27/08/2019,EPRN25,Noise - Licensed Premises,,Middleton Park,12/09/2019,12/09/2019,,E-mail,Environmental Health Back Office
28/08/2019,EPRN07,Noise - Motor Vehicles (On Private Land),,Killingbeck & Seacroft,28/08/2019,28/08/2019,,Self Service,CCP Self Service
28/08/2019,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Morley North,28/08/2019,28/08/2019,,Telephone Call,Contact Centre
28/08/2019,EPRN06,Noise - Transport Not Constructn Related,LS8 1,Roundhay,28/08/2019,28/08/2019,,Telephone Call,Contact Centre
28/08/2019,EPRN02,Noise - Commercial/Industrial Activities,,Burmantofts & Richmond Hill,21/10/2019,21/10/2019,,Telephone Call,Environmental Health Back Office
28/08/2019,EPRN01,Noise - Air-Conditioning Units/Chillers,,Crossgates & Whinmoor,28/08/2019,28/08/2019,,Telephone Call,Contact Centre
28/08/2019,EPRN06,Noise - Transport Not Constructn Related,,Little London & Woodhouse,30/08/2019,30/08/2019,,Self Service,CCP Self Service
28/08/2019,EPRN02,Noise - Commercial/Industrial Activities,,Beeston & Holbeck,28/08/2019,28/08/2019,,Telephone Call,Environmental Health Back Office
28/08/2019,EPRN25,Noise - Licensed Premises,,Pudsey,26/09/2019,26/09/2019,,Self Service,CCP Self Service
28/08/2019,EPRN25,Noise - Licensed Premises,,Little London & Woodhouse,22/10/2019,22/10/2019,,Self Service,CCP Self Service
28/08/2019,EPRN02,Noise - Commercial/Industrial Activities,LS12 3,Armley,19/09/2019,19/09/2019,,Self Service,CCP Self Service
28/08/2019,EPRN20,Noise - Vehicle Repairs,,Pudsey,09/10/2019,09/10/2019,,Self Service,CCP Self Service
29/08/2019,EPRN06,Noise - Transport Not Constructn Related,,Calverley & Farsley,29/08/2019,29/08/2019,,Self Service,CCP Self Service
29/08/2019,EPRN21,Noise - Low Frequency,,Burmantofts & Richmond Hill,30/10/2019,30/10/2019,,Self Service,CCP Self Service
29/08/2019,EPRN25,Noise - Licensed Premises,,Little London & Woodhouse,06/09/2019,06/09/2019,,E-mail,Environmental Health Back Office
29/08/2019,EPRN25,Noise - Licensed Premises,,Little London & Woodhouse,19/09/2019,19/09/2019,,E-mail,Environmental Health Back Office
29/08/2019,EPRN25,Noise - Licensed Premises,,Little London & Woodhouse,06/09/2019,06/09/2019,,E-mail,Environmental Health Back Office
29/08/2019,EPRN25,Noise - Licensed Premises,,Little London & Woodhouse,06/09/2019,06/09/2019,,Telephone Call,Environmental Health Back Office
29/08/2019,EPRN03,Noise - Construction Sites,,Ardsley & Robin Hood,05/09/2019,05/09/2019,,E-mail,Environmental Health Back Office
29/08/2019,EPRN05,Noise - Roadworks,LS1 6,Little London & Woodhouse,29/08/2019,29/08/2019,,Self Service,CCP Self Service
29/08/2019,EPRN03,Noise - Construction Sites,LS12 2,Armley,12/09/2019,12/09/2019,,Telephone Call,Environmental Health Back Office
29/08/2019,EPRN25,Noise - Licensed Premises,,Beeston & Holbeck,29/08/2019,29/08/2019,,E-mail,Environmental Health Back Office
29/08/2019,EPRN02,Noise - Commercial/Industrial Activities,LS12 2,Armley,01/10/2019,01/10/2019,,E-mail,Environmental Health Back Office
29/08/2019,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Hunslet & Riverside,29/08/2019,29/08/2019,,Self Service,CCP Self Service
29/08/2019,EPRN02,Noise - Commercial/Industrial Activities,,Middleton Park,30/08/2019,30/08/2019,,Self Service,CCP Self Service
29/08/2019,EPRN25,Noise - Licensed Premises,,Kirkstall,30/08/2019,30/08/2019,,Self Service,CCP Self Service
29/08/2019,EPRN25,Noise - Licensed Premises,,Headingley & Hyde Park,30/08/2019,30/08/2019,,Self Service,CCP Self Service
29/08/2019,EPRN25,Noise - Licensed Premises,,Headingley & Hyde Park,08/10/2019,08/10/2019,,E-mail,Environmental Health Back Office
30/08/2019,EPRN17,Noise - Farming Bird Scarers,,Harewood,23/09/2019,23/09/2019,,Self Service,CCP Self Service
30/08/2019,EPRN02,Noise - Commercial/Industrial Activities,,Rothwell,25/09/2019,25/09/2019,,E-mail,Environmental Health Back Office
30/08/2019,EPRN07,Noise - Motor Vehicles (On Private Land),,Hunslet & Riverside,02/09/2019,02/09/2019,,Self Service,CCP Self Service
30/08/2019,EPRN25,Noise - Licensed Premises,,Kirkstall,02/09/2019,02/09/2019,,Self Service,CCP Self Service
30/08/2019,EPRN25,Noise - Licensed Premises,,Kirkstall,02/09/2019,02/09/2019,,Self Service,CCP Self Service
30/08/2019,EPRN25,Noise - Licensed Premises,,Kirkstall,02/09/2019,02/09/2019,,Self Service,CCP Self Service
31/08/2019,EPRN25,Noise - Licensed Premises,,Otley & Yeadon,02/09/2019,02/09/2019,,Telephone Call,Environmental Health Back Office
31/08/2019,EPRN25,Noise - Licensed Premises,,Calverley & Farsley,02/09/2019,02/09/2019,,E-mail,Environmental Health Back Office
31/08/2019,EPRN02,Noise - Commercial/Industrial Activities,,Headingley & Hyde Park,16/01/2020,16/01/2020,,Telephone Call,Environmental Health Back Office
31/08/2019,EPRN25,Noise - Licensed Premises,,Calverley & Farsley,02/09/2019,02/09/2019,,Self Service,CCP Self Service
31/08/2019,EPRN10,Noise - Fireworks (Commercial Premises),,Farnley & Wortley,02/09/2019,02/09/2019,,Self Service,CCP Self Service
31/08/2019,EPRN25,Noise - Licensed Premises,,Calverley & Farsley,02/09/2019,02/09/2019,,,Environmental Health Back Office
01/09/2019,EPRN25,Noise - Licensed Premises,,Kirkstall,02/09/2019,02/09/2019,,Self Service,CCP Self Service
01/09/2019,EPRN02,Noise - Commercial/Industrial Activities,,Armley,22/10/2019,22/10/2019,,Self Service,CCP Self Service
01/09/2019,EPRN04,Noise - Delivery/Collection Vehicles,,Hunslet & Riverside,02/09/2019,02/09/2019,,Self Service,CCP Self Service
02/09/2019,EPRN25,Noise - Licensed Premises,,Rothwell,02/09/2019,02/09/2019,,E-mail,Environmental Health Back Office
02/09/2019,EPRN25,Noise - Licensed Premises,,Calverley & Farsley,13/09/2019,13/09/2019,,E-mail,Environmental Health Back Office
02/09/2019,EPRN04,Noise - Delivery/Collection Vehicles,,Garforth & Swillington,10/09/2019,10/09/2019,,E-mail,Environmental Health Back Office
02/09/2019,EPRN25,Noise - Licensed Premises,,Temple Newsam,02/09/2019,02/09/2019,,Self Service,CCP Self Service
02/09/2019,EPRN25,Noise - Licensed Premises,,Roundhay,02/09/2019,02/09/2019,,Telephone Call,Environmental Health Back Office
02/09/2019,EPRN03,Noise - Construction Sites,LS27 9,Morley North,02/09/2019,02/09/2019,,Self Service,CCP Self Service
02/09/2019,EPRN25,Noise - Licensed Premises,,Kirkstall,10/09/2019,10/09/2019,,E-mail,Environmental Health Back Office
03/09/2019,EPRN04,Noise - Delivery/Collection Vehicles,,Harewood,08/10/2019,08/10/2019,,Telephone Call,Contact Centre
04/09/2019,EPRN03,Noise - Construction Sites,,Little London & Woodhouse,31/10/2019,31/10/2019,,E-mail,Environmental Health Back Office
05/09/2019,EPRN25,Noise - Licensed Premises,LS7 4,Chapel Allerton,05/09/2019,05/09/2019,,E-mail,Environmental Health Back Office
06/09/2019,EPRN08,Noise - Ice Cream Van Chimes,LS9 8,Burmantofts & Richmond Hill,02/10/2019,03/10/2019,,E-mail,Environmental Health Back Office
06/09/2019,EPRN25,Noise - Licensed Premises,,Kirkstall,09/09/2019,09/09/2019,,Self Service,CCP Self Service
06/09/2019,EPRN25,Noise - Licensed Premises,,Kirkstall,09/09/2019,09/09/2019,,Self Service,CCP Self Service
06/09/2019,EPRN25,Noise - Licensed Premises,,Kirkstall,16/03/2020,16/03/2020,,Self Service,CCP Self Service
07/09/2019,EPRN05,Noise - Roadworks,LS1 6,Little London & Woodhouse,09/09/2019,09/09/2019,,Self Service,CCP Self Service
07/09/2019,EPRN18,Noise - PA Systems & Loud Speakers,,Roundhay,04/10/2019,04/10/2019,,Self Service,CCP Self Service
07/09/2019,EPRN25,Noise - Licensed Premises,,Kirkstall,09/09/2019,09/09/2019,,Self Service,CCP Self Service
07/09/2019,EPRN25,Noise - Licensed Premises,,Calverley & Farsley,09/09/2019,09/09/2019,,Self Service,CCP Self Service
07/09/2019,EPRN25,Noise - Licensed Premises,,Hunslet & Riverside,09/09/2019,09/09/2019,,Self Service,CCP Self Service
07/09/2019,EPRN18,Noise - PA Systems & Loud Speakers,,Beeston & Holbeck,09/09/2019,09/09/2019,,Self Service,CCP Self Service
08/09/2019,EPRN24,Noise - Patrons Entrng/Extng Buildings,,Bramley & Stanningley,10/09/2019,10/09/2019,,Self Service,CCP Self Service
09/09/2019,EPRN02,Noise - Commercial/Industrial Activities,,Middleton Park,04/10/2019,04/10/2019,,Self Service,CCP Self Service
09/09/2019,EPRN25,Noise - Licensed Premises,,Beeston & Holbeck,09/09/2019,09/09/2019,,E-mail,Environmental Health Back Office
09/09/2019,EPRN25,Noise - Licensed Premises,,Beeston & Holbeck,09/09/2019,09/09/2019,,E-mail,Environmental Health Back Office
09/09/2019,EPRN25,Noise - Licensed Premises,,Gipton & Harehills,09/09/2019,09/09/2019,,E-mail,Environmental Health Back Office
09/09/2019,EPRN25,Noise - Licensed Premises,,Armley,09/09/2019,09/09/2019,,E-mail,Environmental Health Back Office
09/09/2019,EPRN25,Noise - Licensed Premises,,Adel & Wharfedale,09/09/2019,09/09/2019,,E-mail,Environmental Health Back Office
09/09/2019,EPRN22,Noise - Major Domestic Building Works,,Weetwood,08/10/2019,08/10/2019,,E-mail,Environmental Health Back Office
09/09/2019,EPRN03,Noise - Construction Sites,LS2 7,Little London & Woodhouse,10/09/2019,10/09/2019,,Self Service,CCP Self Service
10/09/2019,EPRN25,Noise - Licensed Premises,,Crossgates & Whinmoor,16/09/2019,16/09/2019,,E-mail,Environmental Health Back Office
10/09/2019,EPRN07,Noise - Motor Vehicles (On Private Land),,Alwoodley,18/09/2019,18/09/2019,,Telephone Call,Contact Centre
10/09/2019,EPRN25,Noise - Licensed Premises,,Burmantofts & Richmond Hill,21/10/2019,21/10/2019,,E-mail,Environmental Health Back Office
11/09/2019,EPRN25,Noise - Licensed Premises,,Little London & Woodhouse,01/10/2019,01/10/2019,,E-mail,Environmental Health Back Office
11/09/2019,EPRN18,Noise - PA Systems & Loud Speakers,,Calverley & Farsley,24/09/2019,24/09/2019,,Telephone Call,Contact Centre
11/09/2019,EPRN05,Noise - Roadworks,LS1 5,Little London & Woodhouse,12/09/2019,12/09/2019,,Self Service,CCP Self Service
12/09/2019,EPRN02,Noise - Commercial/Industrial Activities,,Gipton & Harehills,02/10/2019,02/10/2019,,E-mail,Environmental Health Back Office
12/09/2019,EPRN25,Noise - Licensed Premises,,Hunslet & Riverside,03/10/2019,03/10/2019,,Self Service,CCP Self Service
12/09/2019,EPRN02,Noise - Commercial/Industrial Activities,,Hunslet & Riverside,03/10/2019,03/10/2019,,Self Service,CCP Self Service
12/09/2019,EPRN24,Noise - Patrons Entrng/Extng Buildings,,Headingley & Hyde Park,09/10/2019,09/10/2019,,Self Service,CCP Self Service
12/09/2019,EPRN04,Noise - Delivery/Collection Vehicles,,Hunslet & Riverside,18/09/2019,18/09/2019,,Self Service,CCP Self Service
12/09/2019,EPRN02,Noise - Commercial/Industrial Activities,,Little London & Woodhouse,01/10/2019,01/10/2019,,Telephone Call,Contact Centre
12/09/2019,EPRN04,Noise - Delivery/Collection Vehicles,,Hunslet & Riverside,24/08/2020,24/08/2020,,Self Service,CCP Self Service
12/09/2019,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Hunslet & Riverside,13/09/2019,13/09/2019,,Self Service,CCP Self Service
13/09/2019,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Hunslet & Riverside,13/09/2019,13/09/2019,,Self Service,CCP Self Service
13/09/2019,EPRN02,Noise - Commercial/Industrial Activities,,Hunslet & Riverside,17/09/2019,17/09/2019,,Self Service,CCP Self Service
13/09/2019,EPRN19,Noise - Mobile Plant/Machinery,,Morley South,23/09/2019,23/09/2019,,E-mail,Environmental Health Back Office
13/09/2019,EPRN01,Noise - Air-Conditioning Units/Chillers,,Armley,09/10/2019,09/10/2019,,Telephone Call,Contact Centre
13/09/2019,EPRN02,Noise - Commercial/Industrial Activities,,Little London & Woodhouse,30/10/2019,30/10/2019,,Self Service,CCP Self Service
13/09/2019,EPRN25,Noise - Licensed Premises,,Kirkstall,16/09/2019,16/09/2019,,Self Service,CCP Self Service
14/09/2019,EPRN25,Noise - Licensed Premises,,Roundhay,04/10/2019,04/10/2019,,Self Service,CCP Self Service
15/09/2019,EPRN02,Noise - Commercial/Industrial Activities,,Armley,04/10/2019,04/10/2019,,Self Service,CCP Self Service
15/09/2019,EPRN03,Noise - Construction Sites,,Weetwood,09/10/2019,09/10/2019,,Self Service,CCP Self Service
15/09/2019,EPRN25,Noise - Licensed Premises,,Beeston & Holbeck,16/09/2019,16/09/2019,,Self Service,CCP Self Service
16/09/2019,EPRN18,Noise - PA Systems & Loud Speakers,,Calverley & Farsley,16/09/2019,16/09/2019,,Telephone Call,Contact Centre
16/09/2019,EPRN01,Noise - Air-Conditioning Units/Chillers,,Morley South,25/09/2019,25/09/2019,,Telephone Call,Contact Centre
16/09/2019,EPRN02,Noise - Commercial/Industrial Activities,,Little London & Woodhouse,17/09/2019,17/09/2019,,Self Service,CCP Self Service
17/09/2019,EPRN03,Noise - Construction Sites,,Adel & Wharfedale,18/09/2019,18/09/2019,,Self Service,CCP Self Service
17/09/2019,EPRN02,Noise - Commercial/Industrial Activities,,Hunslet & Riverside,29/10/2019,29/10/2019,,Telephone Call,Contact Centre
17/09/2019,EPRN03,Noise - Construction Sites,,Little London & Woodhouse,08/10/2019,08/10/2019,,E-mail,Environmental Health Back Office
18/09/2019,EPRN03,Noise - Construction Sites,,Beeston & Holbeck,17/10/2019,17/10/2019,,Self Service,CCP Self Service
18/09/2019,EPRN03,Noise - Construction Sites,,Little London & Woodhouse,24/09/2019,24/09/2019,,Self Service,CCP Self Service
18/09/2019,EPRN19,Noise - Mobile Plant/Machinery,,Gipton & Harehills,24/09/2019,24/09/2019,,E-mail,Environmental Health Back Office
18/09/2019,EPRN25,Noise - Licensed Premises,,Ardsley & Robin Hood,06/12/2019,06/12/2019,,Self Service,CCP Self Service
18/09/2019,EPRN03,Noise - Construction Sites,LS1 6,Little London & Woodhouse,18/09/2019,18/09/2019,,Self Service,CCP Self Service
19/09/2019,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Kirkstall,27/09/2019,27/09/2019,,Telephone Call,Contact Centre
19/09/2019,EPRN18,Noise - PA Systems & Loud Speakers,,Little London & Woodhouse,20/09/2019,20/09/2019,,Self Service,CCP Self Service
19/09/2019,EPRN18,Noise - PA Systems & Loud Speakers,,Little London & Woodhouse,20/09/2019,20/09/2019,,Self Service,CCP Self Service
20/09/2019,EPRN03,Noise - Construction Sites,,Hunslet & Riverside,16/10/2019,16/10/2019,,Telephone Call,Contact Centre
20/09/2019,EPRN25,Noise - Licensed Premises,,Hunslet & Riverside,11/12/2019,11/12/2019,,Telephone Call,Contact Centre
20/09/2019,EPRN25,Noise - Licensed Premises,,Hunslet & Riverside,04/10/2019,04/10/2019,,E-mail,Environmental Health Back Office
20/09/2019,EPRN25,Noise - Licensed Premises,,Otley & Yeadon,23/09/2019,23/09/2019,,Self Service,CCP Self Service
21/09/2019,EPRN25,Noise - Licensed Premises,,Ardsley & Robin Hood,23/09/2019,23/09/2019,,Self Service,CCP Self Service
21/09/2019,EPRN18,Noise - PA Systems & Loud Speakers,,Beeston & Holbeck,23/09/2019,23/09/2019,,Self Service,CCP Self Service
22/09/2019,EPRN07,Noise - Motor Vehicles (On Private Land),,Kirkstall,23/09/2019,23/09/2019,,Self Service,CCP Self Service
22/09/2019,EPRN03,Noise - Construction Sites,,Hunslet & Riverside,23/09/2019,23/09/2019,,Self Service,CCP Self Service
23/09/2019,EPRN06,Noise - Transport Not Constructn Related,,Kirkstall,23/09/2019,23/09/2019,,Self Service,CCP Self Service
23/09/2019,EPRN02,Noise - Commercial/Industrial Activities,,Little London & Woodhouse,18/11/2019,18/11/2019,,Telephone Call,Environmental Health Back Office
23/09/2019,EPRN25,Noise - Licensed Premises,,Chapel Allerton,11/10/2019,11/10/2019,,E-mail,Environmental Health Back Office
23/09/2019,EPRN25,Noise - Licensed Premises,LS1 4,Hunslet & Riverside,23/09/2019,23/09/2019,,E-mail,Environmental Health Back Office
23/09/2019,EPRN25,Noise - Licensed Premises,,Hunslet & Riverside,23/09/2019,25/09/2019,,E-mail,Environmental Health Back Office
23/09/2019,EPRN25,Noise - Licensed Premises,,Burmantofts & Richmond Hill,21/10/2019,21/10/2019,,Telephone Call,Environmental Health Back Office
23/09/2019,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Hunslet & Riverside,25/09/2019,25/09/2019,,Self Service,CCP Self Service
23/09/2019,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Hunslet & Riverside,24/09/2019,24/09/2019,,Self Service,CCP Self Service
23/09/2019,EPRN07,Noise - Motor Vehicles (On Private Land),,Hunslet & Riverside,24/09/2019,24/09/2019,,Self Service,CCP Self Service
23/09/2019,EPRN13,Noise - Commercial Alarms (intnl/extnl),,Hunslet & Riverside,24/09/2019,24/09/2019,,Self Service,CCP Self Service
24/09/2019,EPRN25,Noise - Licensed Premises,,Gipton & Harehills,24/09/2019,24/09/2019,,E-mail,Environmental Health Back Office
24/09/2019,EPRN25,Noise - Licensed Premises,,Gipton & Harehills,24/09/2019,24/09/2019,,E-mail,Environmental Health Back Office
24/09/2019,EPRN21,Noise - Low Frequency,,Headingley & Hyde Park,10/10/2019,10/10/2019,,Self Service,CCP Self Service
25/09/2019,EPRN13,Noise - Commercial Alarms (intnl/extnl),LS6 4,Weetwood,26/09/2019,26/09/2019,,Telephone Call,Contact Centre
